mart,mart_code,sale_date,lot,auction_id,breed,sex,age_months,weight,price,price_per_kg,icbf_stars,status,scraped_date,val_code
LSL Auctions,M186,2026-03-26,594,627909,AAX,F,23.3,485.0,1780.0,3.6701,4.0,Lot Sold,2026-03-27,M186-627909
LSL Auctions,M186,2026-03-26,594A,628113,BBX,F,25.1,510.0,1800.0,3.5294,4.0,Lot Sold,2026-03-27,M186-628113
LSL Auctions,M186,2026-03-26,595,628150,LMX,F,24.4,645.0,2630.0,4.0775,4.0,Lot Sold,2026-03-27,M186-628150
LSL Auctions,M186,2026-03-26,596,628151,LMX,F,33.3,660.0,2690.0,4.0758,4.0,Lot Sold,2026-03-27,M186-628151
LSL Auctions,M186,2026-03-26,597,627930,FRX,F,25.7,475.0,1420.0,2.9895,4.0,Lot Sold,2026-03-27,M186-627930
LSL Auctions,M186,2026-03-26,598,627931,FR,F,25.4,505.0,1710.0,3.3861,4.0,Lot Sold,2026-03-27,M186-627931
LSL Auctions,M186,2026-03-26,599,627932,FR,F,25.8,510.0,1600.0,3.1373,4.0,Lot Sold,2026-03-27,M186-627932
LSL Auctions,M186,2026-03-26,600,627933,FRX,F,26.0,555.0,1890.0,3.4054,4.0,Lot Sold,2026-03-27,M186-627933
LSL Auctions,M186,2026-03-26,601,627934,FR,F,25.7,480.0,1500.0,3.125,4.0,Lot Sold,2026-03-27,M186-627934
LSL Auctions,M186,2026-03-26,602,627935,FR,F,25.8,480.0,1500.0,3.125,4.0,Lot Sold,2026-03-27,M186-627935
LSL Auctions,M186,2026-03-26,603,627936,FRX,F,26.0,570.0,1890.0,3.3158,4.0,Lot Sold,2026-03-27,M186-627936
LSL Auctions,M186,2026-03-26,604,627867,CHX,F,22.0,390.0,1810.0,4.641,4.0,Lot Sold,2026-03-27,M186-627867
LSL Auctions,M186,2026-03-26,605,627868,CHX,F,22.2,400.0,1950.0,4.875,4.0,Lot Sold,2026-03-27,M186-627868
LSL Auctions,M186,2026-03-26,606,627869,CHX,F,22.2,460.0,2200.0,4.7826,4.0,Lot Sold,2026-03-27,M186-627869
LSL Auctions,M186,2026-03-26,607,627870,CHX,F,22.0,445.0,2100.0,4.7191,4.0,Lot Sold,2026-03-27,M186-627870
LSL Auctions,M186,2026-03-26,608,627998,HEX,F,25.4,450.0,1580.0,3.5111,4.0,Lot Sold,2026-03-27,M186-627998
LSL Auctions,M186,2026-03-26,609,627999,HEX,F,18.5,470.0,1600.0,3.4043,4.0,Lot Sold,2026-03-27,M186-627999
LSL Auctions,M186,2026-03-26,610,628000,AAX,F,25.3,460.0,1700.0,3.6957,4.0,Lot Sold,2026-03-27,M186-628000
LSL Auctions,M186,2026-03-26,611,628001,AAX,F,25.2,490.0,1810.0,3.6939,4.0,Lot Sold,2026-03-27,M186-628001
LSL Auctions,M186,2026-03-26,612,628002,AAX,F,24.4,480.0,1770.0,3.6875,4.0,Lot Sold,2026-03-27,M186-628002
LSL Auctions,M186,2026-03-26,613,628134,AAX,F,26.2,605.0,2130.0,3.5207,4.0,Lot Sold,2026-03-27,M186-628134
LSL Auctions,M186,2026-03-26,614,628135,LMX,F,20.8,425.0,2030.0,4.7765,4.0,Lot Sold,2026-03-27,M186-628135
LSL Auctions,M186,2026-03-26,615,628136,CHX,F,10.4,550.0,2360.0,4.2909,4.0,Lot Sold,2026-03-27,M186-628136
LSL Auctions,M186,2026-03-26,616,627857,AAX,F,25.4,525.0,1950.0,3.7143,4.0,Lot Sold,2026-03-27,M186-627857
LSL Auctions,M186,2026-03-26,617,627858,AAX,F,24.6,585.0,2040.0,3.4872,4.0,Lot Sold,2026-03-27,M186-627858
LSL Auctions,M186,2026-03-26,618,627859,AAX,F,24.8,565.0,2080.0,3.6814,4.0,Lot Sold,2026-03-27,M186-627859
LSL Auctions,M186,2026-03-26,619,627860,AAX,F,24.3,525.0,1900.0,3.619,4.0,Lot Sold,2026-03-27,M186-627860
LSL Auctions,M186,2026-03-26,620,627861,AAX,F,24.5,555.0,1980.0,3.5676,4.0,Lot Sold,2026-03-27,M186-627861
LSL Auctions,M186,2026-03-26,621,627862,AAX,F,24.7,515.0,1860.0,3.6117,4.0,Lot Sold,2026-03-27,M186-627862
LSL Auctions,M186,2026-03-26,622,627863,AAX,F,24.2,545.0,1980.0,3.633,4.0,Lot Sold,2026-03-27,M186-627863
LSL Auctions,M186,2026-03-26,623,627864,AAX,F,24.7,540.0,2000.0,3.7037,4.0,Lot Sold,2026-03-27,M186-627864
LSL Auctions,M186,2026-03-26,624,627865,AAX,F,24.6,540.0,1970.0,3.6481,4.0,Lot Sold,2026-03-27,M186-627865
LSL Auctions,M186,2026-03-26,625,627866,AAX,F,24.5,520.0,1890.0,3.6346,4.0,Lot Sold,2026-03-27,M186-627866
LSL Auctions,M186,2026-03-26,626,627937,CHX,F,34.6,585.0,2340.0,4.0,4.0,Lot Sold,2026-03-27,M186-627937
LSL Auctions,M186,2026-03-26,627,627938,CHX,F,34.5,565.0,2240.0,3.9646,4.0,Lot Sold,2026-03-27,M186-627938
LSL Auctions,M186,2026-03-26,627A,628099,AAX,F,25.0,515.0,1700.0,3.301,4.0,Lot Sold,2026-03-27,M186-628099
LSL Auctions,M186,2026-03-26,628,627939,BBX,F,37.2,495.0,1400.0,2.8283,4.0,Lot Sold,2026-03-27,M186-627939
LSL Auctions,M186,2026-03-26,628A,628100,AAX,F,19.0,415.0,1590.0,3.8313,4.0,Lot Sold,2026-03-27,M186-628100
LSL Auctions,M186,2026-03-26,629,628101,AAX,F,24.8,485.0,1680.0,3.4639,4.0,Lot Sold,2026-03-27,M186-628101
LSL Auctions,M186,2026-03-26,630,628102,AAX,F,24.6,515.0,1860.0,3.6117,4.0,Lot Sold,2026-03-27,M186-628102
LSL Auctions,M186,2026-03-26,631,628103,AAX,F,20.7,505.0,1710.0,3.3861,4.0,Lot Sold,2026-03-27,M186-628103
LSL Auctions,M186,2026-03-26,632,628104,AAX,F,25.8,485.0,1770.0,3.6495,4.0,Lot Sold,2026-03-27,M186-628104
LSL Auctions,M186,2026-03-26,633,628105,AAX,F,25.3,455.0,1700.0,3.7363,4.0,Lot Sold,2026-03-27,M186-628105
LSL Auctions,M186,2026-03-26,634,628106,AAX,F,24.6,460.0,1610.0,3.5,4.0,Lot Sold,2026-03-27,M186-628106
LSL Auctions,M186,2026-03-26,635,628107,AAX,F,25.7,495.0,1790.0,3.6162,4.0,Lot Sold,2026-03-27,M186-628107
LSL Auctions,M186,2026-03-26,636,627878,CHX,F,23.1,510.0,2160.0,4.2353,4.0,Lot Sold,2026-03-27,M186-627878
LSL Auctions,M186,2026-03-26,637,627879,CHX,F,24.3,585.0,2400.0,4.1026,4.0,Lot Sold,2026-03-27,M186-627879
LSL Auctions,M186,2026-03-26,638,627880,SI,F,34.6,660.0,2710.0,4.1061,4.0,Lot Sold,2026-03-27,M186-627880
LSL Auctions,M186,2026-03-26,639,627882,AAX,F,24.9,645.0,2400.0,3.7209,4.0,Lot Sold,2026-03-27,M186-627882
LSL Auctions,M186,2026-03-26,640,627881,HEX,M,25.3,600.0,2220.0,3.7,4.0,Lot Sold,2026-03-27,M186-627881
LSL Auctions,M186,2026-03-26,641,628145,CHX,F,21.4,420.0,1890.0,4.5,4.0,Lot Sold,2026-03-27,M186-628145
LSL Auctions,M186,2026-03-26,642,628146,CHX,F,21.3,480.0,1900.0,3.9583,4.0,Lot Sold,2026-03-27,M186-628146
LSL Auctions,M186,2026-03-26,643,628147,CHX,F,21.4,475.0,2020.0,4.2526,4.0,Lot Sold,2026-03-27,M186-628147
LSL Auctions,M186,2026-03-26,644,628148,CHX,F,22.6,470.0,2020.0,4.2979,4.0,Lot Sold,2026-03-27,M186-628148
LSL Auctions,M186,2026-03-26,645,628155,BBX,F,24.2,465.0,1800.0,3.871,4.0,Lot Sold,2026-03-27,M186-628155
LSL Auctions,M186,2026-03-26,645A,628156,LHX,F,25.4,480.0,1700.0,3.5417,4.0,Lot Sold,2026-03-27,M186-628156
LSL Auctions,M186,2026-03-26,646,627966,BBX,F,25.5,570.0,2170.0,3.807,4.0,Lot Sold,2026-03-27,M186-627966
LSL Auctions,M186,2026-03-26,646A,628157,BBX,F,25.7,450.0,1730.0,3.8444,4.0,Lot Sold,2026-03-27,M186-628157
LSL Auctions,M186,2026-03-26,647,627967,HEX,F,23.7,540.0,1800.0,3.3333,4.0,Lot Sold,2026-03-27,M186-627967
LSL Auctions,M186,2026-03-26,647A,628158,BBX,F,26.0,405.0,1550.0,3.8272,4.0,Lot Sold,2026-03-27,M186-628158
LSL Auctions,M186,2026-03-26,648,627968,CHX,F,24.9,535.0,2010.0,3.757,4.0,Lot Sold,2026-03-27,M186-627968
LSL Auctions,M186,2026-03-26,649,627969,AAX,F,23.3,470.0,1790.0,3.8085,4.0,Lot Sold,2026-03-27,M186-627969
LSL Auctions,M186,2026-03-26,650,627970,AAX,F,23.3,460.0,1750.0,3.8043,4.0,Lot Sold,2026-03-27,M186-627970
LSL Auctions,M186,2026-03-26,651,627971,HEX,F,23.7,480.0,1600.0,3.3333,4.0,Lot Sold,2026-03-27,M186-627971
LSL Auctions,M186,2026-03-26,652,627972,HEX,F,23.7,470.0,1620.0,3.4468,4.0,Lot Sold,2026-03-27,M186-627972
LSL Auctions,M186,2026-03-26,653,627973,AAX,F,24.4,525.0,2040.0,3.8857,4.0,Lot Sold,2026-03-27,M186-627973
LSL Auctions,M186,2026-03-26,654,627974,AAX,F,24.1,510.0,1770.0,3.4706,4.0,Lot Sold,2026-03-27,M186-627974
LSL Auctions,M186,2026-03-26,655,627975,AAX,F,23.4,525.0,1740.0,3.3143,4.0,Lot Sold,2026-03-27,M186-627975
LSL Auctions,M186,2026-03-26,656,628080,AAX,F,23.4,510.0,1780.0,3.4902,4.0,Lot Sold,2026-03-27,M186-628080
LSL Auctions,M186,2026-03-26,657,628081,AAX,F,23.3,500.0,1770.0,3.54,4.0,Lot Sold,2026-03-27,M186-628081
LSL Auctions,M186,2026-03-26,658,628082,HEX,F,23.7,510.0,1720.0,3.3725,4.0,Lot Sold,2026-03-27,M186-628082
LSL Auctions,M186,2026-03-26,659,628083,LMX,F,21.5,485.0,1900.0,3.9175,4.0,Lot Sold,2026-03-27,M186-628083
LSL Auctions,M186,2026-03-26,660,628084,AAX,F,23.3,520.0,1810.0,3.4808,4.0,Lot Sold,2026-03-27,M186-628084
LSL Auctions,M186,2026-03-26,661,628085,AAX,F,23.4,490.0,1780.0,3.6327,4.0,Lot Sold,2026-03-27,M186-628085
LSL Auctions,M186,2026-03-26,662,628049,SPX,F,37.0,625.0,2270.0,3.632,4.0,Lot Sold,2026-03-27,M186-628049
LSL Auctions,M186,2026-03-26,664,628121,CHX,F,22.9,620.0,2650.0,4.2742,4.0,Lot Sold,2026-03-27,M186-628121
LSL Auctions,M186,2026-03-26,665,628122,CHX,F,22.8,550.0,2450.0,4.4545,4.0,Lot Sold,2026-03-27,M186-628122
LSL Auctions,M186,2026-03-26,666,628123,LMX,F,24.4,560.0,2360.0,4.2143,4.0,Lot Sold,2026-03-27,M186-628123
LSL Auctions,M186,2026-03-26,667,628124,CHX,F,31.0,595.0,2610.0,4.3866,4.0,Lot Sold,2026-03-27,M186-628124
LSL Auctions,M186,2026-03-26,668,628125,CHX,F,22.8,575.0,2600.0,4.5217,4.0,Lot Sold,2026-03-27,M186-628125
LSL Auctions,M186,2026-03-26,669,628126,CHX,F,26.6,625.0,2560.0,4.096,4.0,Lot Sold,2026-03-27,M186-628126
LSL Auctions,M186,2026-03-26,670,628182,AAX,F,31.4,645.0,2300.0,3.5659,4.0,Lot Sold,2026-03-27,M186-628182
LSL Auctions,M186,2026-03-26,671,628183,HEX,F,25.1,570.0,2020.0,3.5439,4.0,Lot Sold,2026-03-27,M186-628183
LSL Auctions,M186,2026-03-26,672,628184,SIX,F,32.6,590.0,2310.0,3.9153,4.0,Lot Sold,2026-03-27,M186-628184
LSL Auctions,M186,2026-03-26,672A,628185,AAX,F,25.1,580.0,2080.0,3.5862,4.0,Lot Sold,2026-03-27,M186-628185
LSL Auctions,M186,2026-03-26,673,628186,AAX,F,25.1,645.0,2300.0,3.5659,4.0,Lot Sold,2026-03-27,M186-628186
LSL Auctions,M186,2026-03-26,674,628012,HEX,F,24.8,540.0,1960.0,3.6296,4.0,Lot Sold,2026-03-27,M186-628012
LSL Auctions,M186,2026-03-26,675,628013,AAX,F,23.7,520.0,1910.0,3.6731,4.0,Lot Sold,2026-03-27,M186-628013
LSL Auctions,M186,2026-03-26,676,628014,HEX,F,24.7,520.0,1800.0,3.4615,4.0,Lot Sold,2026-03-27,M186-628014
LSL Auctions,M186,2026-03-26,677,628015,HEX,F,24.9,485.0,1660.0,3.4227,4.0,Lot Sold,2026-03-27,M186-628015
LSL Auctions,M186,2026-03-26,678,628187,CHX,F,22.4,625.0,2710.0,4.336,4.0,Lot Sold,2026-03-27,M186-628187
LSL Auctions,M186,2026-03-26,679,628188,CHX,F,23.8,656.66,2740.0,4.1726,4.0,Lot Sold,2026-03-27,M186-628188
LSL Auctions,M186,2026-03-26,680,628189,LMX,F,34.8,620.0,2560.0,4.129,4.0,Lot Sold,2026-03-27,M186-628189
LSL Auctions,M186,2026-03-26,681,628190,LMX,F,24.2,560.0,2360.0,4.2143,4.0,Lot Sold,2026-03-27,M186-628190
LSL Auctions,M186,2026-03-26,682,628191,CHX,F,25.7,635.0,2690.0,4.2362,4.0,Lot Sold,2026-03-27,M186-628191
LSL Auctions,M186,2026-03-26,683,628192,LMX,F,34.8,570.0,2360.0,4.1404,4.0,Lot Sold,2026-03-27,M186-628192
LSL Auctions,M186,2026-03-26,684,628193,CHX,F,24.7,665.0,2560.0,3.8496,4.0,Lot Sold,2026-03-27,M186-628193
LSL Auctions,M186,2026-03-26,685,628194,CHX,F,23.1,505.0,2230.0,4.4158,4.0,Lot Sold,2026-03-27,M186-628194
LSL Auctions,M186,2026-03-26,685A,628195,LMX,F,22.9,500.0,2280.0,4.56,4.0,Lot Sold,2026-03-27,M186-628195
LSL Auctions,M186,2026-03-26,686,628093,AAX,F,22.9,575.0,2140.0,3.7217,4.0,Lot Sold,2026-03-27,M186-628093
LSL Auctions,M186,2026-03-26,687,628094,AAX,F,24.3,600.0,2260.0,3.7667,4.0,Lot Sold,2026-03-27,M186-628094
LSL Auctions,M186,2026-03-26,688,628095,AAX,F,23.1,535.0,1980.0,3.7009,4.0,Lot Sold,2026-03-27,M186-628095
LSL Auctions,M186,2026-03-26,689,628096,AAX,F,23.2,595.0,2230.0,3.7479,4.0,Lot Sold,2026-03-27,M186-628096
LSL Auctions,M186,2026-03-26,689A,628097,AAX,F,23.2,490.0,1720.0,3.5102,4.0,Lot Sold,2026-03-27,M186-628097
LSL Auctions,M186,2026-03-26,690,628098,AAX,F,23.0,507.5,1850.0,3.6453,4.0,Lot Sold,2026-03-27,M186-628098
LSL Auctions,M186,2026-03-26,692,628196,AAX,F,24.2,640.0,2370.0,3.7031,4.0,Lot Sold,2026-03-27,M186-628196
LSL Auctions,M186,2026-03-26,692A,628197,AAX,F,17.1,535.0,2050.0,3.8318,4.0,Lot Sold,2026-03-27,M186-628197
LSL Auctions,M186,2026-03-26,693,628198,AAX,F,23.8,560.0,2080.0,3.7143,4.0,Lot Sold,2026-03-27,M186-628198
LSL Auctions,M186,2026-03-26,693A,628199,AAX,F,17.1,565.0,2350.0,4.1593,4.0,Lot Sold,2026-03-27,M186-628199
LSL Auctions,M186,2026-03-26,694,628200,AAX,F,17.4,555.0,2380.0,4.2883,4.0,Lot Sold,2026-03-27,M186-628200
LSL Auctions,M186,2026-03-26,695,628201,AAX,F,17.1,530.0,2150.0,4.0566,4.0,Lot Sold,2026-03-27,M186-628201
LSL Auctions,M186,2026-03-26,696,628202,SIX,F,17.1,485.0,2210.0,4.5567,4.0,Lot Sold,2026-03-27,M186-628202
LSL Auctions,M186,2026-03-26,697,628203,SIX,F,17.1,510.0,2440.0,4.7843,4.0,Lot Sold,2026-03-27,M186-628203
LSL Auctions,M186,2026-03-26,698,628204,SIX,F,17.2,540.0,2210.0,4.0926,4.0,Lot Sold,2026-03-27,M186-628204
LSL Auctions,M186,2026-03-26,699,628205,SIX,F,23.8,590.0,2280.0,3.8644,4.0,Lot Sold,2026-03-27,M186-628205
LSL Auctions,M186,2026-03-26,700,628206,SIX,F,17.1,505.0,2090.0,4.1386,4.0,Lot Sold,2026-03-27,M186-628206
LSL Auctions,M186,2026-03-26,701,627895,BAX,F,13.7,285.0,1500.0,5.2632,4.0,Lot Sold,2026-03-27,M186-627895
LSL Auctions,M186,2026-03-26,702,627896,BAX,F,12.8,330.0,1400.0,4.2424,4.0,Lot Sold,2026-03-27,M186-627896
LSL Auctions,M186,2026-03-26,703,627897,BA,F,11.5,340.0,1710.0,5.0294,4.0,Lot Sold,2026-03-27,M186-627897
LSL Auctions,M186,2026-03-26,704,627898,BAX,F,10.8,285.0,1330.0,4.6667,4.0,Lot Sold,2026-03-27,M186-627898
LSL Auctions,M186,2026-03-26,705,627899,BAX,F,12.4,265.0,1160.0,4.3774,4.0,Lot Sold,2026-03-27,M186-627899
LSL Auctions,M186,2026-03-26,707,627901,BAX,F,13.6,345.0,1780.0,5.1594,4.0,Lot Sold,2026-03-27,M186-627901
LSL Auctions,M186,2026-03-26,708,627902,BAX,F,13.7,315.0,1560.0,4.9524,4.0,Lot Sold,2026-03-27,M186-627902
LSL Auctions,M186,2026-03-26,709,627903,BAX,F,12.9,310.0,1650.0,5.3226,4.0,Lot Sold,2026-03-27,M186-627903
LSL Auctions,M186,2026-03-26,710,627904,BAX,F,13.6,295.0,1400.0,4.7458,4.0,Lot Sold,2026-03-27,M186-627904
LSL Auctions,M186,2026-03-26,711,627905,BAX,F,12.0,390.0,1580.0,4.0513,4.0,Lot Sold,2026-03-27,M186-627905
LSL Auctions,M186,2026-03-26,712,627921,LMX,F,34.2,675.0,2840.0,4.2074,4.0,Lot Sold,2026-03-27,M186-627921
LSL Auctions,M186,2026-03-26,713,627922,LM,F,33.8,740.0,3100.0,4.1892,4.0,Lot Sold,2026-03-27,M186-627922
LSL Auctions,M186,2026-03-26,714,627923,AAX,F,27.0,620.0,2320.0,3.7419,4.0,Lot Sold,2026-03-27,M186-627923
LSL Auctions,M186,2026-03-26,715,627924,AAX,F,26.4,525.0,1950.0,3.7143,4.0,Lot Sold,2026-03-27,M186-627924
LSL Auctions,M186,2026-03-26,716,627925,AAX,F,28.5,625.0,2170.0,3.472,4.0,Lot Sold,2026-03-27,M186-627925
LSL Auctions,M186,2026-03-26,717,628034,AAX,F,24.9,395.0,1490.0,3.7722,4.0,Lot Sold,2026-03-27,M186-628034
LSL Auctions,M186,2026-03-26,718,628035,AAX,F,22.1,397.5,1590.0,4.0,4.0,Lot Sold,2026-03-27,M186-628035
LSL Auctions,M186,2026-03-26,719,628036,AAX,F,22.9,417.5,1640.0,3.9281,4.0,Lot Sold,2026-03-27,M186-628036
LSL Auctions,M186,2026-03-26,720,628037,HEX,F,21.8,405.0,1580.0,3.9012,4.0,Lot Sold,2026-03-27,M186-628037
LSL Auctions,M186,2026-03-26,721,628038,AAX,F,24.7,465.0,1820.0,3.914,4.0,Lot Sold,2026-03-27,M186-628038
LSL Auctions,M186,2026-03-26,722,628039,HEX,F,25.1,535.0,1880.0,3.514,4.0,Lot Sold,2026-03-27,M186-628039
LSL Auctions,M186,2026-03-26,723,628040,HEX,F,23.3,420.0,1550.0,3.6905,4.0,Lot Sold,2026-03-27,M186-628040
LSL Auctions,M186,2026-03-26,724,628041,HEX,F,17.6,475.0,1700.0,3.5789,4.0,Lot Sold,2026-03-27,M186-628041
LSL Auctions,M186,2026-03-26,725,628042,HEX,F,24.0,455.0,1700.0,3.7363,4.0,Lot Sold,2026-03-27,M186-628042
LSL Auctions,M186,2026-03-26,726,628043,HEX,F,22.6,415.0,1540.0,3.7108,4.0,Lot Sold,2026-03-27,M186-628043
LSL Auctions,M186,2026-03-26,727,628044,LMX,F,23.0,471.66,1700.0,3.6043,4.0,Lot Sold,2026-03-27,M186-628044
LSL Auctions,M186,2026-03-26,728,628045,LMX,F,23.8,432.5,1640.0,3.7919,4.0,Lot Sold,2026-03-27,M186-628045
LSL Auctions,M262,2026-03-27,138,406353,FR,F,73.8,873.75,2500.0,2.8612,4.0,Lot Sold,2026-03-27,M262-406353
LSL Auctions,M262,2026-03-27,144,406359,FR,F,73.6,740.0,1960.0,2.6486,4.0,Lot Sold,2026-03-27,M262-406359
LSL Auctions,M262,2026-03-27,146,406361,FR,F,54.5,785.0,2030.0,2.586,4.0,Lot Sold,2026-03-27,M262-406361
LSL Auctions,M262,2026-03-27,149,406364,FR,F,61.6,740.0,1960.0,2.6486,4.0,Lot Sold,2026-03-27,M262-406364
LSL Auctions,M262,2026-03-27,150,406365,FR,F,133.9,710.0,1740.0,2.4507,4.0,Lot Sold,2026-03-27,M262-406365
LSL Auctions,M262,2026-03-27,152,406367,FR,F,85.5,710.0,1740.0,2.4507,4.0,Lot Sold,2026-03-27,M262-406367
LSL Auctions,M262,2026-03-27,153,406368,FR,F,85.4,873.75,2500.0,2.8612,4.0,Lot Sold,2026-03-27,M262-406368
LSL Auctions,M262,2026-03-27,154,406369,FR,F,109.6,630.0,1480.0,2.3492,4.0,Lot Sold,2026-03-27,M262-406369
LSL Auctions,M262,2026-03-27,155,406370,FR,F,108.6,595.0,1040.0,1.7479,4.0,Lot Sold,2026-03-27,M262-406370
LSL Auctions,M262,2026-03-27,156,406371,FR,F,74.1,873.75,2500.0,2.8612,4.0,Lot Sold,2026-03-27,M262-406371
LSL Auctions,M262,2026-03-27,157,406372,FR,F,122.0,602.5,1480.0,2.4564,4.0,Lot Sold,2026-03-27,M262-406372
LSL Auctions,M262,2026-03-27,158,406373,FR,F,84.6,602.5,1480.0,2.4564,4.0,Lot Sold,2026-03-27,M262-406373
LSL Auctions,M262,2026-03-27,162,406377,FR,F,73.7,873.75,2500.0,2.8612,4.0,Lot Sold,2026-03-27,M262-406377
LSL Auctions,M262,2026-03-27,176,406391,SIX,F,61.1,725.0,2080.0,2.869,4.0,Lot Sold,2026-03-27,M262-406391
LSL Auctions,M303,2026-03-26,5000,91425,HEX,M,25.3,425.0,1486.0,3.4965,4.0,Lot Sold,2026-03-27,M303-91425
LSL Auctions,WRM,2026-03-27,1,5339898,,,,535.0,1250.0,2.3364,,Lot Sold,2026-03-27,WRM-5339898
LSL Auctions,WRM,2026-03-27,3,5339910,,,,510.0,1925.0,3.7745,,Lot Sold,2026-03-27,WRM-5339910
LSL Auctions,WRM,2026-03-27,4,5339928,,,,545.0,1875.0,3.4404,,Lot Sold,2026-03-27,WRM-5339928
LSL Auctions,WRM,2026-03-27,6,5339930,,,,490.0,1925.0,3.9286,,Lot Sold,2026-03-27,WRM-5339930
LSL Auctions,WRM,2026-03-27,8,5339936,,,,440.0,1550.0,3.5227,,Lot Sold,2026-03-27,WRM-5339936
LSL Auctions,WRM,2026-03-27,10,5339946,,,,480.0,1250.0,2.6042,,Lot Sold,2026-03-27,WRM-5339946
LSL Auctions,WRM,2026-03-27,11,5339950,,,,460.0,1950.0,4.2391,,Lot Sold,2026-03-27,WRM-5339950
LSL Auctions,WRM,2026-03-27,12,5339954,,,,415.0,2000.0,4.8193,,Lot Sold,2026-03-27,WRM-5339954
LSL Auctions,WRM,2026-03-27,13,5339961,,,,400.0,1750.0,4.375,,Lot Sold,2026-03-27,WRM-5339961
LSL Auctions,WRM,2026-03-27,14,5339965,,,,440.0,1525.0,3.4659,,Lot Sold,2026-03-27,WRM-5339965
LSL Auctions,WRM,2026-03-27,15,5340194,,,,445.0,1800.0,4.0449,,Lot Sold,2026-03-27,WRM-5340194
LSL Auctions,WRM,2026-03-27,16,5340198,,,,400.0,1700.0,4.25,,Lot Sold,2026-03-27,WRM-5340198
LSL Auctions,WRM,2026-03-27,18,5340202,,,,435.0,1250.0,2.8736,,Lot Sold,2026-03-27,WRM-5340202
LSL Auctions,WRM,2026-03-27,20,5340210,,,,440.0,1800.0,4.0909,,Lot Sold,2026-03-27,WRM-5340210
LSL Auctions,WRM,2026-03-27,21,5340217,,,,460.0,1750.0,3.8043,,Lot Sold,2026-03-27,WRM-5340217
LSL Auctions,WRM,2026-03-27,22,5340222,,,,410.0,1550.0,3.7805,,Lot Sold,2026-03-27,WRM-5340222
LSL Auctions,WRM,2026-03-27,25,5340242,,,,495.0,2700.0,5.4545,,Lot Sold,2026-03-27,WRM-5340242
LSL Auctions,WRM,2026-03-27,26,5340254,,,,415.0,2525.0,6.0843,,Lot Sold,2026-03-27,WRM-5340254
LSL Auctions,WRM,2026-03-27,27,5340262,,,,500.0,2900.0,5.8,,Lot Sold,2026-03-27,WRM-5340262
LSL Auctions,WRM,2026-03-27,28,5340270,,,,385.0,2125.0,5.5195,,Lot Sold,2026-03-27,WRM-5340270
LSL Auctions,WRM,2026-03-27,29,5340277,,,,470.0,2675.0,5.6915,,Lot Sold,2026-03-27,WRM-5340277
LSL Auctions,WRM,2026-03-27,30,5340285,,,,450.0,2650.0,5.8889,,Lot Sold,2026-03-27,WRM-5340285
LSL Auctions,WRM,2026-03-27,33,5340292,,,,495.0,1750.0,3.5354,,Lot Sold,2026-03-27,WRM-5340292
LSL Auctions,WRM,2026-03-27,35,5340303,,,,390.0,1675.0,4.2949,,Lot Sold,2026-03-27,WRM-5340303
LSL Auctions,WRM,2026-03-27,36,5340306,,,,465.0,1800.0,3.871,,Lot Sold,2026-03-27,WRM-5340306
