mart,mart_code,sale_date,lot,auction_id,breed,sex,age_months,weight,price,price_per_kg,icbf_stars,status,scraped_date,val_code
LSL Auctions,M262,2026-03-27,10,406274,CHX,F,107.9,785.0,2820.0,3.5924,4.0,Lot Sold,2026-03-27,M262-406274
LSL Auctions,M262,2026-03-27,11,406477,LMX,F,133.8,775.0,2550.0,3.2903,4.0,Lot Sold,2026-03-27,M262-406477
LSL Auctions,M262,2026-03-27,25,406392,FR,F,86.3,680.0,1780.0,2.6176,4.0,Lot Sold,2026-03-27,M262-406392
LSL Auctions,M262,2026-03-27,26,406393,FR,F,62.1,770.0,2120.0,2.7532,4.0,Lot Sold,2026-03-27,M262-406393
LSL Auctions,M262,2026-03-27,27,406394,FR,F,74.1,550.0,1360.0,2.4727,4.0,Lot Sold,2026-03-27,M262-406394
LSL Auctions,M262,2026-03-27,28,406396,FR,F,108.8,630.0,1360.0,2.1587,4.0,Lot Sold,2026-03-27,M262-406396
LSL Auctions,M262,2026-03-27,29,406276,FR,F,49.6,695.0,1950.0,2.8058,4.0,Lot Sold,2026-03-27,M262-406276
LSL Auctions,M262,2026-03-27,30,406277,FR,F,37.0,630.0,1770.0,2.8095,4.0,Lot Sold,2026-03-27,M262-406277
LSL Auctions,M262,2026-03-27,31,406437,LMX,F,70.3,605.0,1970.0,3.2562,4.0,Lot Sold,2026-03-27,M262-406437
LSL Auctions,M262,2026-03-27,32,406438,LMX,F,141.9,580.0,1980.0,3.4138,4.0,Lot Sold,2026-03-27,M262-406438
LSL Auctions,M262,2026-03-27,35,406349,FRX,F,59.8,535.0,1460.0,2.729,4.0,Lot Sold,2026-03-27,M262-406349
LSL Auctions,M262,2026-03-27,36,406350,FR,F,45.5,535.0,1460.0,2.729,4.0,Lot Sold,2026-03-27,M262-406350
LSL Auctions,M262,2026-03-27,37,406351,FR,F,58.7,560.0,1510.0,2.6964,4.0,Lot Sold,2026-03-27,M262-406351
LSL Auctions,M262,2026-03-27,38,406352,FR,F,131.9,525.0,1180.0,2.2476,4.0,Lot Sold,2026-03-27,M262-406352
LSL Auctions,M262,2026-03-27,39,406331,FR,F,73.6,640.0,1700.0,2.6562,4.0,Lot Sold,2026-03-27,M262-406331
LSL Auctions,M262,2026-03-27,40,406332,FRX,F,97.8,640.0,1840.0,2.875,4.0,Lot Sold,2026-03-27,M262-406332
LSL Auctions,M262,2026-03-27,41,406333,FR,F,121.4,570.0,1460.0,2.5614,4.0,Lot Sold,2026-03-27,M262-406333
LSL Auctions,M262,2026-03-27,42,406397,FR,F,144.1,695.0,1900.0,2.7338,4.0,Lot Sold,2026-03-27,M262-406397
LSL Auctions,M262,2026-03-27,43,406398,FR,F,85.2,625.0,1750.0,2.8,4.0,Lot Sold,2026-03-27,M262-406398
LSL Auctions,M262,2026-03-27,44,406399,FR,F,38.0,460.0,1350.0,2.9348,4.0,Lot Sold,2026-03-27,M262-406399
LSL Auctions,M262,2026-03-27,45,406329,FR,F,62.5,720.0,2080.0,2.8889,4.0,Lot Sold,2026-03-27,M262-406329
LSL Auctions,M262,2026-03-27,46,406330,FR,F,38.8,535.0,1010.0,1.8879,4.0,Lot Sold,2026-03-27,M262-406330
LSL Auctions,M262,2026-03-27,47,406345,FR,F,48.9,545.0,1590.0,2.9174,4.0,Lot Sold,2026-03-27,M262-406345
LSL Auctions,M262,2026-03-27,48,406346,FR,F,131.6,640.0,1550.0,2.4219,4.0,Lot Sold,2026-03-27,M262-406346
LSL Auctions,M262,2026-03-27,49,406347,FRX,F,85.9,650.0,1780.0,2.7385,4.0,Lot Sold,2026-03-27,M262-406347
LSL Auctions,M262,2026-03-27,50,406348,FR,F,98.2,645.0,1540.0,2.3876,4.0,Lot Sold,2026-03-27,M262-406348
LSL Auctions,M262,2026-03-27,51,406395,FR,F,25.3,470.0,1500.0,3.1915,4.0,Lot Sold,2026-03-27,M262-406395
LSL Auctions,M262,2026-03-27,53,406420,FRX,F,98.1,580.0,1570.0,2.7069,4.0,Lot Sold,2026-03-27,M262-406420
LSL Auctions,M262,2026-03-27,54,406493,FR,F,84.8,585.0,1480.0,2.5299,4.0,Lot Sold,2026-03-27,M262-406493
LSL Auctions,M262,2026-03-27,55,406494,FR,F,97.3,640.0,1760.0,2.75,4.0,Lot Sold,2026-03-27,M262-406494
LSL Auctions,M262,2026-03-27,56,406495,FR,F,61.3,610.0,1460.0,2.3934,4.0,Lot Sold,2026-03-27,M262-406495
LSL Auctions,M262,2026-03-27,57,406496,AAX,F,26.1,525.0,1750.0,3.3333,4.0,Lot Sold,2026-03-27,M262-406496
LSL Auctions,M262,2026-03-27,58,406497,FR,F,97.8,550.0,1530.0,2.7818,4.0,Lot Sold,2026-03-27,M262-406497
LSL Auctions,M262,2026-03-27,59,406334,FR,F,108.4,640.0,1610.0,2.5156,4.0,Lot Sold,2026-03-27,M262-406334
LSL Auctions,M262,2026-03-27,60,406335,FR,F,121.2,710.0,1860.0,2.6197,4.0,Lot Sold,2026-03-27,M262-406335
LSL Auctions,M262,2026-03-27,61,406336,FR,F,169.7,680.0,1840.0,2.7059,4.0,Lot Sold,2026-03-27,M262-406336
LSL Auctions,M262,2026-03-27,62,406337,FR,F,133.2,720.0,1940.0,2.6944,4.0,Lot Sold,2026-03-27,M262-406337
LSL Auctions,M262,2026-03-27,63,406338,FR,F,144.8,750.0,1980.0,2.64,4.0,Lot Sold,2026-03-27,M262-406338
LSL Auctions,M262,2026-03-27,64,406339,FR,F,121.5,700.0,1930.0,2.7571,4.0,Lot Sold,2026-03-27,M262-406339
LSL Auctions,M262,2026-03-27,66,406341,FR,F,133.3,695.0,1740.0,2.5036,4.0,Lot Sold,2026-03-27,M262-406341
LSL Auctions,M262,2026-03-27,67,406342,FR,F,146.0,715.0,1990.0,2.7832,4.0,Lot Sold,2026-03-27,M262-406342
LSL Auctions,M262,2026-03-27,68,406343,FR,F,36.7,445.0,1210.0,2.7191,4.0,Lot Sold,2026-03-27,M262-406343
LSL Auctions,M262,2026-03-27,69,406344,FR,F,74.2,700.0,1760.0,2.5143,4.0,Lot Sold,2026-03-27,M262-406344
LSL Auctions,M262,2026-03-27,70,406278,LMX,F,45.2,710.0,2360.0,3.3239,4.0,Lot Sold,2026-03-27,M262-406278
LSL Auctions,M262,2026-03-27,71,406279,CHX,F,60.6,710.0,2370.0,3.338,4.0,Lot Sold,2026-03-27,M262-406279
LSL Auctions,M262,2026-03-27,72,406280,SPX,F,49.5,670.0,2420.0,3.6119,4.0,Lot Sold,2026-03-27,M262-406280
LSL Auctions,M262,2026-03-27,73,406281,SPX,F,49.5,620.0,2170.0,3.5,4.0,Lot Sold,2026-03-27,M262-406281
LSL Auctions,M262,2026-03-27,74,406282,HEX,F,166.7,710.0,2200.0,3.0986,4.0,Lot Sold,2026-03-27,M262-406282
LSL Auctions,M262,2026-03-27,75,406283,CHX,F,34.4,545.0,2140.0,3.9266,4.0,Lot Sold,2026-03-27,M262-406283
LSL Auctions,M262,2026-03-27,76,406284,FRX,F,37.2,550.0,1580.0,2.8727,4.0,Lot Sold,2026-03-27,M262-406284
LSL Auctions,M262,2026-03-27,77,406285,FR,F,38.2,570.0,1640.0,2.8772,4.0,Lot Sold,2026-03-27,M262-406285
LSL Auctions,M262,2026-03-27,78,406286,FR,F,38.0,620.0,1740.0,2.8065,4.0,Lot Sold,2026-03-27,M262-406286
LSL Auctions,M262,2026-03-27,79,406287,FRX,F,50.8,605.0,1640.0,2.7107,4.0,Lot Sold,2026-03-27,M262-406287
LSL Auctions,M262,2026-03-27,80,406288,CHX,F,131.4,760.0,2600.0,3.4211,4.0,Lot Sold,2026-03-27,M262-406288
LSL Auctions,M262,2026-03-27,81,406289,SAX,F,60.2,655.0,2040.0,3.1145,4.0,Lot Sold,2026-03-27,M262-406289
LSL Auctions,M262,2026-03-27,82,406416,FR,F,97.1,705.0,1860.0,2.6383,4.0,Lot Sold,2026-03-27,M262-406416
LSL Auctions,M262,2026-03-27,83,406417,FR,F,143.2,685.0,1500.0,2.1898,4.0,Lot Sold,2026-03-27,M262-406417
LSL Auctions,M262,2026-03-27,84,406419,SHX,F,61.4,525.0,1400.0,2.6667,4.0,Lot Sold,2026-03-27,M262-406419
LSL Auctions,M262,2026-03-27,85,406418,FR,F,49.4,720.0,1920.0,2.6667,4.0,Lot Sold,2026-03-27,M262-406418
LSL Auctions,M262,2026-03-27,86,406498,HEX,F,73.6,765.0,2370.0,3.098,4.0,Lot Sold,2026-03-27,M262-406498
LSL Auctions,M262,2026-03-27,87,406499,HEX,F,97.9,545.0,1670.0,3.0642,4.0,Lot Sold,2026-03-27,M262-406499
LSL Auctions,M262,2026-03-27,88,406307,FRX,F,85.2,660.0,1520.0,2.303,4.0,Lot Sold,2026-03-27,M262-406307
LSL Auctions,M262,2026-03-27,89,406308,FRX,F,73.0,575.0,1400.0,2.4348,4.0,Lot Sold,2026-03-27,M262-406308
LSL Auctions,M262,2026-03-27,90,406309,FR,F,133.3,680.0,1960.0,2.8824,4.0,Lot Sold,2026-03-27,M262-406309
LSL Auctions,M262,2026-03-27,91,406310,FRX,F,109.1,790.0,2170.0,2.7468,4.0,Lot Sold,2026-03-27,M262-406310
LSL Auctions,M262,2026-03-27,92,406439,FRX,F,97.4,430.0,100.0,0.2326,4.0,Lot Sold,2026-03-27,M262-406439
LSL Auctions,M262,2026-03-27,93,406440,FRX,F,97.3,560.0,1400.0,2.5,4.0,Lot Sold,2026-03-27,M262-406440
LSL Auctions,M262,2026-03-27,94,406400,FRX,F,36.5,515.0,1040.0,2.0194,4.0,Lot Sold,2026-03-27,M262-406400
LSL Auctions,M262,2026-03-27,95,406401,FR,F,49.8,555.0,1550.0,2.7928,4.0,Lot Sold,2026-03-27,M262-406401
LSL Auctions,M262,2026-03-27,96,406402,FR,F,61.6,470.0,1330.0,2.8298,4.0,Lot Sold,2026-03-27,M262-406402
LSL Auctions,M262,2026-03-27,97,406403,LM,F,52.4,700.0,2540.0,3.6286,4.0,Lot Sold,2026-03-27,M262-406403
LSL Auctions,M262,2026-03-27,98,406441,FR,F,26.0,628.0,2030.0,3.2325,4.0,Lot Sold,2026-03-27,M262-406441
LSL Auctions,M262,2026-03-27,99,406442,FR,F,26.3,628.0,2030.0,3.2325,4.0,Lot Sold,2026-03-27,M262-406442
LSL Auctions,M262,2026-03-27,100,406443,FR,F,26.2,628.0,2030.0,3.2325,4.0,Lot Sold,2026-03-27,M262-406443
LSL Auctions,M262,2026-03-27,101,406444,FR,F,26.2,628.0,2030.0,3.2325,4.0,Lot Sold,2026-03-27,M262-406444
LSL Auctions,M262,2026-03-27,102,406445,FR,F,25.9,628.0,2030.0,3.2325,4.0,Lot Sold,2026-03-27,M262-406445
LSL Auctions,M262,2026-03-27,104,406311,FR,F,25.7,575.0,1870.0,3.2522,4.0,Lot Sold,2026-03-27,M262-406311
LSL Auctions,M262,2026-03-27,106,406312,FR,F,122.0,775.0,2010.0,2.5935,4.0,Lot Sold,2026-03-27,M262-406312
LSL Auctions,M262,2026-03-27,107,406313,FR,F,98.2,670.0,1800.0,2.6866,4.0,Lot Sold,2026-03-27,M262-406313
LSL Auctions,M262,2026-03-27,108,406314,FR,F,49.4,675.0,1870.0,2.7704,4.0,Lot Sold,2026-03-27,M262-406314
LSL Auctions,M262,2026-03-27,109,406315,FR,F,109.8,680.0,1810.0,2.6618,4.0,Lot Sold,2026-03-27,M262-406315
LSL Auctions,M262,2026-03-27,110,406316,FR,F,98.0,700.0,1840.0,2.6286,4.0,Lot Sold,2026-03-27,M262-406316
LSL Auctions,M262,2026-03-27,111,406317,FR,F,37.7,725.0,2010.0,2.7724,4.0,Lot Sold,2026-03-27,M262-406317
LSL Auctions,M262,2026-03-27,112,406318,FR,F,97.2,725.0,2010.0,2.7724,4.0,Lot Sold,2026-03-27,M262-406318
LSL Auctions,M262,2026-03-27,113,406319,FR,F,121.4,625.0,1620.0,2.592,4.0,Lot Sold,2026-03-27,M262-406319
LSL Auctions,M262,2026-03-27,114,406320,FR,F,50.3,625.0,1620.0,2.592,4.0,Lot Sold,2026-03-27,M262-406320
LSL Auctions,M262,2026-03-27,115,406321,FR,F,50.0,625.0,1620.0,2.592,4.0,Lot Sold,2026-03-27,M262-406321
LSL Auctions,M262,2026-03-27,116,406322,FR,F,121.4,700.0,1840.0,2.6286,4.0,Lot Sold,2026-03-27,M262-406322
LSL Auctions,M262,2026-03-27,117,406290,FR,F,37.4,565.0,1610.0,2.8496,4.0,Lot Sold,2026-03-27,M262-406290
LSL Auctions,M262,2026-03-27,118,406291,FR,F,62.0,630.0,1800.0,2.8571,4.0,Lot Sold,2026-03-27,M262-406291
LSL Auctions,M262,2026-03-27,119,406292,FR,F,110.0,701.25,1880.0,2.6809,4.0,Lot Sold,2026-03-27,M262-406292
LSL Auctions,M262,2026-03-27,120,406293,FR,F,134.0,705.0,1930.0,2.7376,4.0,Lot Sold,2026-03-27,M262-406293
LSL Auctions,M262,2026-03-27,121,406294,FR,F,145.6,701.25,1880.0,2.6809,4.0,Lot Sold,2026-03-27,M262-406294
LSL Auctions,M262,2026-03-27,122,406295,FR,F,98.0,705.0,1930.0,2.7376,4.0,Lot Sold,2026-03-27,M262-406295
LSL Auctions,M262,2026-03-27,123,406296,FR,F,61.8,701.25,1880.0,2.6809,4.0,Lot Sold,2026-03-27,M262-406296
LSL Auctions,M262,2026-03-27,124,406297,FR,F,38.0,570.0,1470.0,2.5789,4.0,Lot Sold,2026-03-27,M262-406297
LSL Auctions,M262,2026-03-27,125,406298,FR,F,74.1,701.25,1880.0,2.6809,4.0,Lot Sold,2026-03-27,M262-406298
LSL Auctions,M262,2026-03-27,126,406299,FR,F,50.2,620.0,1640.0,2.6452,4.0,Lot Sold,2026-03-27,M262-406299
LSL Auctions,M262,2026-03-27,127,406300,FR,F,61.7,655.0,1800.0,2.7481,4.0,Lot Sold,2026-03-27,M262-406300
LSL Auctions,M262,2026-03-27,128,406301,FR,F,26.4,595.0,1770.0,2.9748,4.0,Lot Sold,2026-03-27,M262-406301
LSL Auctions,M262,2026-03-27,129,406302,FR,F,61.9,680.0,1740.0,2.5588,4.0,Lot Sold,2026-03-27,M262-406302
LSL Auctions,M262,2026-03-27,130,406303,FR,F,134.1,655.0,1800.0,2.7481,4.0,Lot Sold,2026-03-27,M262-406303
LSL Auctions,M262,2026-03-27,131,406304,FR,F,133.9,680.0,1740.0,2.5588,4.0,Lot Sold,2026-03-27,M262-406304
LSL Auctions,M262,2026-03-27,132,406305,FR,F,122.2,620.0,1640.0,2.6452,4.0,Lot Sold,2026-03-27,M262-406305
LSL Auctions,M262,2026-03-27,133,406306,FR,F,38.0,580.0,1690.0,2.9138,4.0,Lot Sold,2026-03-27,M262-406306
LSL Auctions,M262,2026-03-27,134,406323,AAX,F,23.3,600.0,2150.0,3.5833,4.0,Lot Sold,2026-03-27,M262-406323
LSL Auctions,M262,2026-03-27,135,406324,FR,F,122.0,728.33,1980.0,2.7185,4.0,Lot Sold,2026-03-27,M262-406324
LSL Auctions,M262,2026-03-27,136,406325,FR,F,74.1,728.33,1980.0,2.7185,4.0,Lot Sold,2026-03-27,M262-406325
LSL Auctions,M262,2026-03-27,137,406326,FR,F,108.7,728.33,1980.0,2.7185,4.0,Lot Sold,2026-03-27,M262-406326
LSL Auctions,M262,2026-03-27,139,406354,SIX,F,60.5,780.0,2100.0,2.6923,4.0,Lot Sold,2026-03-27,M262-406354
LSL Auctions,M262,2026-03-27,141,406356,FR,F,49.7,640.0,1810.0,2.8281,4.0,Lot Sold,2026-03-27,M262-406356
LSL Auctions,M262,2026-03-27,142,406357,FR,F,50.0,620.0,1390.0,2.2419,4.0,Lot Sold,2026-03-27,M262-406357
LSL Auctions,M262,2026-03-27,143,406358,FR,F,109.7,662.5,1740.0,2.6264,4.0,Lot Sold,2026-03-27,M262-406358
LSL Auctions,M262,2026-03-27,145,406360,FR,F,120.7,662.5,1740.0,2.6264,4.0,Lot Sold,2026-03-27,M262-406360
LSL Auctions,M262,2026-03-27,147,406362,FR,F,50.1,625.0,1580.0,2.528,4.0,Lot Sold,2026-03-27,M262-406362
LSL Auctions,CORRIN,2026-03-27,1,5339607,,,,510.0,2320.0,4.549,,Lot Sold,2026-03-27,CORRIN-5339607
LSL Auctions,CORRIN,2026-03-27,2,5339659,,,,570.0,1740.0,3.0526,,Lot Sold,2026-03-27,CORRIN-5339659
LSL Auctions,CORRIN,2026-03-27,3,5339664,,,,450.0,2120.0,4.7111,,Lot Sold,2026-03-27,CORRIN-5339664
LSL Auctions,CORRIN,2026-03-27,4,5339671,,,,445.0,1920.0,4.3146,,Lot Sold,2026-03-27,CORRIN-5339671
LSL Auctions,CORRIN,2026-03-27,5,5339677,,,,615.0,1900.0,3.0894,,Lot Sold,2026-03-27,CORRIN-5339677
LSL Auctions,CORRIN,2026-03-27,6,5339684,,,,425.0,2040.0,4.8,,Lot Sold,2026-03-27,CORRIN-5339684
LSL Auctions,CORRIN,2026-03-27,7,5339689,,,,545.0,1900.0,3.4862,,Lot Sold,2026-03-27,CORRIN-5339689
LSL Auctions,CORRIN,2026-03-27,8,5339694,,,,570.0,1400.0,2.4561,,Lot Sold,2026-03-27,CORRIN-5339694
LSL Auctions,CORRIN,2026-03-27,9,5339700,,,,550.0,2380.0,4.3273,,Lot Sold,2026-03-27,CORRIN-5339700
LSL Auctions,CORRIN,2026-03-27,10,5339706,,,,545.0,2000.0,3.6697,,Lot Sold,2026-03-27,CORRIN-5339706
LSL Auctions,CORRIN,2026-03-27,11,5339715,,,,605.0,1840.0,3.0413,,Lot Sold,2026-03-27,CORRIN-5339715
LSL Auctions,CORRIN,2026-03-27,12,5339721,,,,470.0,2300.0,4.8936,,Lot Sold,2026-03-27,CORRIN-5339721
LSL Auctions,CORRIN,2026-03-27,13,5339727,,,,455.0,2220.0,4.8791,,Lot Sold,2026-03-27,CORRIN-5339727
LSL Auctions,CORRIN,2026-03-27,14,5339732,,,,700.0,1600.0,2.2857,,Lot Sold,2026-03-27,CORRIN-5339732
LSL Auctions,CORRIN,2026-03-27,15,5339736,,,,535.0,2200.0,4.1121,,Lot Sold,2026-03-27,CORRIN-5339736
LSL Auctions,CORRIN,2026-03-27,16,5339742,,,,495.0,2140.0,4.3232,,Lot Sold,2026-03-27,CORRIN-5339742
LSL Auctions,CORRIN,2026-03-27,17,5339747,,,,635.0,1920.0,3.0236,,Lot Sold,2026-03-27,CORRIN-5339747
LSL Auctions,CORRIN,2026-03-27,18A,5339859,,,,465.0,2040.0,4.3871,,Lot Sold,2026-03-27,CORRIN-5339859
LSL Auctions,CORRIN,2026-03-27,19,5339754,,,,460.0,2600.0,5.6522,,Lot Sold,2026-03-27,CORRIN-5339754
LSL Auctions,CORRIN,2026-03-27,20,5339760,,,,495.0,1860.0,3.7576,,Lot Sold,2026-03-27,CORRIN-5339760
LSL Auctions,CORRIN,2026-03-27,22,5339845,,,,460.0,2420.0,5.2609,,Lot Sold,2026-03-27,CORRIN-5339845
LSL Auctions,CORRIN,2026-03-27,22A,5339849,,,,455.0,20.0,0.044,,Lot Sold,2026-03-27,CORRIN-5339849
LSL Auctions,CORRIN,2026-03-27,23,5339855,,,,625.0,2100.0,3.36,,Lot Sold,2026-03-27,CORRIN-5339855
LSL Auctions,CORRIN,2026-03-27,24,5339865,,,,420.0,2340.0,5.5714,,Lot Sold,2026-03-27,CORRIN-5339865
LSL Auctions,CORRIN,2026-03-27,25,5339871,,,,520.0,2600.0,5.0,,Lot Sold,2026-03-27,CORRIN-5339871
LSL Auctions,CORRIN,2026-03-27,27,5339874,,,,455.0,2100.0,4.6154,,Lot Sold,2026-03-27,CORRIN-5339874
LSL Auctions,CORRIN,2026-03-27,28,5339877,,,,495.0,2340.0,4.7273,,Lot Sold,2026-03-27,CORRIN-5339877
LSL Auctions,CORRIN,2026-03-27,29,5339880,,,,615.0,1900.0,3.0894,,Lot Sold,2026-03-27,CORRIN-5339880
LSL Auctions,CORRIN,2026-03-27,30,5339885,,,,525.0,2340.0,4.4571,,Lot Sold,2026-03-27,CORRIN-5339885
LSL Auctions,CORRIN,2026-03-27,31,5339888,,,,460.0,2520.0,5.4783,,Lot Sold,2026-03-27,CORRIN-5339888
LSL Auctions,CORRIN,2026-03-27,33,5339893,,,,470.0,2020.0,4.2979,,Lot Sold,2026-03-27,CORRIN-5339893
LSL Auctions,CORRIN,2026-03-27,34,5339896,,,,500.0,20.0,0.04,,Lot Sold,2026-03-27,CORRIN-5339896
LSL Auctions,CORRIN,2026-03-27,35,5339903,,,,575.0,1960.0,3.4087,,Lot Sold,2026-03-27,CORRIN-5339903
LSL Auctions,CORRIN,2026-03-27,36,5339911,,,,560.0,2780.0,4.9643,,Lot Sold,2026-03-27,CORRIN-5339911
LSL Auctions,CORRIN,2026-03-27,38,5339916,,,,510.0,2020.0,3.9608,,Lot Sold,2026-03-27,CORRIN-5339916
LSL Auctions,CORRIN,2026-03-27,40,5339932,,,,525.0,2220.0,4.2286,,Lot Sold,2026-03-27,CORRIN-5339932
LSL Auctions,CORRIN,2026-03-27,41,5339938,,,,510.0,2260.0,4.4314,,Lot Sold,2026-03-27,CORRIN-5339938
LSL Auctions,CORRIN,2026-03-27,42,5339944,,,,635.0,1860.0,2.9291,,Lot Sold,2026-03-27,CORRIN-5339944
LSL Auctions,CORRIN,2026-03-27,44,5340245,,,,307.0,1240.0,4.0391,,Lot Sold,2026-03-27,CORRIN-5340245
LSL Auctions,CORRIN,2026-03-27,45,5340230,,,,320.0,20.0,0.0625,,Lot Sold,2026-03-27,CORRIN-5340230
LSL Auctions,CORRIN,2026-03-27,46,5340221,,,,342.0,20.0,0.0585,,Lot Sold,2026-03-27,CORRIN-5340221
LSL Auctions,CORRIN,2026-03-27,47,5340214,,,,355.0,20.0,0.0563,,Lot Sold,2026-03-27,CORRIN-5340214
LSL Auctions,CORRIN,2026-03-27,48,5340248,,,,310.0,1200.0,3.871,,Lot Sold,2026-03-27,CORRIN-5340248
LSL Auctions,CORRIN,2026-03-27,49,5340223,,,,342.0,1320.0,3.8596,,Lot Sold,2026-03-27,CORRIN-5340223
LSL Auctions,CORRIN,2026-03-27,51,5340250,,,,310.0,20.0,0.0645,,Lot Sold,2026-03-27,CORRIN-5340250
LSL Auctions,CORRIN,2026-03-27,52,5340215,,,,355.0,1080.0,3.0423,,Lot Sold,2026-03-27,CORRIN-5340215
LSL Auctions,CORRIN,2026-03-27,54,5340232,,,,335.0,1200.0,3.5821,,Lot Sold,2026-03-27,CORRIN-5340232
LSL Auctions,CORRIN,2026-03-27,55,5340274,,,,65.0,20.0,0.3077,,Lot Sold,2026-03-27,CORRIN-5340274
LSL Auctions,CORRIN,2026-03-27,56,5340259,,,,62.0,500.0,8.0645,,Lot Sold,2026-03-27,CORRIN-5340259
LSL Auctions,CORRIN,2026-03-27,61,5340264,,,,72.0,580.0,8.0556,,Lot Sold,2026-03-27,CORRIN-5340264
LSL Auctions,CORRIN,2026-03-27,63,5340253,,,,77.0,540.0,7.013,,Lot Sold,2026-03-27,CORRIN-5340253
LSL Auctions,CORRIN,2026-03-27,65,5340280,,,,57.0,20.0,0.3509,,Lot Sold,2026-03-27,CORRIN-5340280
LSL Auctions,CORRIN,2026-03-27,66,5340281,,,,57.0,540.0,9.4737,,Lot Sold,2026-03-27,CORRIN-5340281
LSL Auctions,CORRIN,2026-03-27,67,5340283,,,,645.0,2060.0,3.1938,,Lot Sold,2026-03-27,CORRIN-5340283
LSL Auctions,CORRIN,2026-03-27,68,5340290,,,,575.0,2100.0,3.6522,,Lot Sold,2026-03-27,CORRIN-5340290
LSL Auctions,CORRIN,2026-03-27,69,5340297,,,,455.0,1880.0,4.1319,,Lot Sold,2026-03-27,CORRIN-5340297
LSL Auctions,CORRIN,2026-03-27,70,5340302,,,,745.0,20.0,0.0268,,Lot Sold,2026-03-27,CORRIN-5340302
LSL Auctions,M162,2026-03-21,1,28474,CHX,M,23.0,500.0,2250.0,4.5,4.0,Lot Sold,2026-03-27,M162-28474
LSL Auctions,M162,2026-03-21,2,28475,LMX,M,24.2,435.0,2220.0,5.1034,4.0,Lot Sold,2026-03-27,M162-28475
LSL Auctions,M162,2026-03-21,3,28476,CHX,M,21.4,470.0,2210.0,4.7021,4.0,Lot Sold,2026-03-27,M162-28476
LSL Auctions,M162,2026-03-21,4,28477,LMX,M,21.6,455.0,2100.0,4.6154,4.0,Lot Sold,2026-03-27,M162-28477
LSL Auctions,M162,2026-03-21,5,28478,CHX,M,25.1,475.0,2060.0,4.3368,4.0,Lot Sold,2026-03-27,M162-28478
LSL Auctions,M162,2026-03-21,6,28479,SHX,M,23.1,475.0,2020.0,4.2526,4.0,Lot Sold,2026-03-27,M162-28479
LSL Auctions,M162,2026-03-21,7,28480,LMX,M,25.1,405.0,1920.0,4.7407,4.0,Lot Sold,2026-03-27,M162-28480
LSL Auctions,M162,2026-03-21,7A,28511,LMX,M,22.8,400.0,1640.0,4.1,4.0,Lot Sold,2026-03-27,M162-28511
LSL Auctions,M162,2026-03-21,8,28481,CHX,M,23.8,445.0,1840.0,4.1348,4.0,Lot Sold,2026-03-27,M162-28481
LSL Auctions,M162,2026-03-21,9,28573,BBX,M,23.4,520.0,2200.0,4.2308,4.0,Lot Sold,2026-03-27,M162-28573
LSL Auctions,M162,2026-03-21,9A,28554,SHX,M,21.9,585.0,2140.0,3.6581,4.0,Lot Sold,2026-03-27,M162-28554
LSL Auctions,M162,2026-03-21,13A,28207,HEX,M,25.9,615.0,2080.0,3.3821,4.0,Lot Sold,2026-03-27,M162-28207
LSL Auctions,M162,2026-03-21,14,28411,FR,M,25.0,565.0,1740.0,3.0796,4.0,Lot Sold,2026-03-27,M162-28411
LSL Auctions,M162,2026-03-21,14A,28415,FR,M,25.7,600.0,1900.0,3.1667,4.0,Lot Sold,2026-03-27,M162-28415
LSL Auctions,M162,2026-03-21,15,28419,NRX,M,25.9,600.0,1950.0,3.25,4.0,Lot Sold,2026-03-27,M162-28419
LSL Auctions,M162,2026-03-21,15A,28420,NRX,M,26.3,600.0,1970.0,3.2833,4.0,Lot Sold,2026-03-27,M162-28420
LSL Auctions,M162,2026-03-21,16,28422,FR,M,26.3,545.0,1700.0,3.1193,4.0,Lot Sold,2026-03-27,M162-28422
LSL Auctions,M162,2026-03-21,17,28424,FR,M,26.4,600.0,1980.0,3.3,4.0,Lot Sold,2026-03-27,M162-28424
LSL Auctions,M162,2026-03-21,18,28426,NRX,M,26.7,605.0,1970.0,3.2562,4.0,Lot Sold,2026-03-27,M162-28426
LSL Auctions,M162,2026-03-21,19,28406,NRX,M,26.8,600.0,1960.0,3.2667,4.0,Lot Sold,2026-03-27,M162-28406
LSL Auctions,M162,2026-03-21,22,28336,HEX,M,22.7,500.0,2200.0,4.4,4.0,Lot Sold,2026-03-27,M162-28336
LSL Auctions,M162,2026-03-21,23,28335,HEX,M,25.1,545.0,2180.0,4.0,4.0,Lot Sold,2026-03-27,M162-28335
LSL Auctions,M162,2026-03-21,26,28338,HEX,M,13.2,316.25,1430.0,4.5217,4.0,Lot Sold,2026-03-27,M162-28338
LSL Auctions,M162,2026-03-21,27,28339,CHX,M,13.1,305.0,1230.0,4.0328,4.0,Lot Sold,2026-03-27,M162-28339
LSL Auctions,M162,2026-03-21,31,28326,SIX,M,21.3,600.0,2490.0,4.15,4.0,Lot Sold,2026-03-27,M162-28326
LSL Auctions,M162,2026-03-21,32,28327,LM,M,21.0,480.0,2360.0,4.9167,4.0,Lot Sold,2026-03-27,M162-28327
LSL Auctions,M162,2026-03-21,33,28328,LMX,M,23.4,510.0,2350.0,4.6078,4.0,Lot Sold,2026-03-27,M162-28328
